Time: 0.077842 seconds - 600*600,
L1 DCM 0,
L2 DCM 0,
L1 ICM 0,
L2 ICM 0,
L2 DCA 0,
L2 TCR 0,
L2 TCW 0,
TOT INS 0,
Time: 0.327593 seconds - 1000*1000,
L1 DCM 0,
L2 DCM 0,
L1 ICM 0,
L2 ICM 0,
L2 DCA 0,
L2 TCR 0,
L2 TCW 0,
TOT INS 0,
Time: 1.222968 seconds - 1400*1400,
L1 DCM 0,
L2 DCM 0,
L1 ICM 0,
L2 ICM 0,
L2 DCA 0,
L2 TCR 0,
L2 TCW 0,
TOT INS 0,
Time: 2.303502 seconds - 1800*1800,
L1 DCM 0,
L2 DCM 0,
L1 ICM 0,
L2 ICM 0,
L2 DCA 0,
L2 TCR 0,
L2 TCW 0,
TOT INS 0,
